n_processo;id_cliente;favor_contribuinte;ementa
2019/0346917-0;5;2;"PROCESSUAL CIVIL. AGRAVO INTERNO NO RECURSO ESPECIAL. SUBMISSÃO À REGRA PREVISTA NO ENUNCIADO ADMINISTRATIVO 03/STJ. SUPOSTA OFENSA AO ART. 1.022 DO CPC/2015. INEXISTÊNCIA DE VÍCIO NO ACÓRDÃO RECORRIDO. EXECUÇÃO FISCAL. PRESCRIÇÃO. OCORRÊNCIA. ESPECIAL EFICÁCIA VINCULATIVA DO ACÓRDÃO PROFERIDO NO RESP 1.340.553/RS. QUESTÃO ATRELADA AO REEXAME DE MATÉRIA DE FATO. ÓBICE DA SÚMULA 7/STJ. 1. Não havendo no acórdão recorrido omissão, obscuridade, contradição ou erro material, não fica caracterizada ofensa ao art. 1.022 do CPC/2015. 2. ""O prazo de 1 (um) ano de suspensão do processo e do respectivo prazo prescricional previsto no art. 40, §§ 1º e 2º da Lei n. 6.830/1980 - LEF tem início automaticamente na data da ciência da Fazenda Pública a respeito da não localização do devedor ou da inexistência de bens penhoráveis no endereço fornecido, havendo, sem prejuízo dessa contagem automática, o dever de o magistrado declarar ter ocorrido a suspensão da execução. Sem prejuízo do disposto anteriormente: 1.1) nos casos de execução fiscal para cobrança de dívida ativa de natureza tributária (cujo despacho ordenador da citação tenha sido proferido antes da vigência da Lei Complementar n. 118/2005), depois da citação válida, ainda que editalícia, logo após a primeira tentativa infrutífera de localização de bens penhoráveis, o Juiz declarará suspensa a execução; e, 1.2) em se tratando de execução fiscal para cobrança de dívida ativa de natureza tributária (cujo despacho ordenador da citação tenha sido proferido na vigência da Lei Complementar n. 118/2005) e de qualquer dívida ativa de natureza não tributária, logo após a primeira tentativa frustrada de citação do devedor ou de localização de bens penhoráveis, o Juiz declarará suspensa a execução"". Por outro lado, ""havendo ou não petição da Fazenda Pública e havendo ou não pronunciamento judicial nesse sentido, findo o prazo de 1 (um) ano de suspensão, inicia-se automaticamente o prazo prescricional aplicável (de acordo com a natureza do crédito exequendo), durante o qual o processo deveria estar arquivado sem baixa na distribuição, na forma do art. 40, §§ 2º, 3º e 4º da Lei n. 6.830/1980 - LEF, findo o qual o Juiz, depois de ouvida a Fazenda Pública, poderá, de ofício, reconhecer a prescrição intercorrente e decretá-la de imediato"" (Informativo 635/STJ). 3. O reexame de matéria de prova é inviável em sede de recurso especial (Súmula 7/STJ). 4. Agravo interno não provido."
2011/0270444-8;1;0;PROCESSUAL CIVIL E TRIBUTÁRIO. VIOLAÇÃO DO ART. 535 DO CPC. NÃO OCORRÊNCIA. ISSQN. ALÍQUOTA FIXA. ATIVIDADE NÃO CONTEMPLADA COM ESSE REGIME DE TRIBUTAÇÃO (ITEM 2 DA LISTA ANEXA AO DECRETO-LEI N. 406/1968). FUNDAMENTO AUTÔNOMO INATACADO. SÚMULA 283 DO STF. VERIFICAÇÃO DO OBJETO SOCIAL. IMPOSSIBILIDADE. SÚMULA 7 DO STJ. 1. O acolhimento de recurso especial por violação ao art. 535 do CPC pressupõe a demonstração de que a Corte de origem, mesmo depois de provocada mediante embargos de declaração, deixou de sanar vício de integração contido em seu julgado, o que não ocorreu na espécie. 2. A falta de impugnação específica contra o fundamento condutor do acórdão - de que o objeto social da recorrente, de clínica que presta serviços médicos-hospitalares, inclusive de pronto-socorro, por corresponder ao item 2 da lista anexa ao Decreto-Lei n. 406/1968, não está inserido entre aqueles que o art. 9º, § 3º, contemplou como destinatários da tributação fixa do ISS - impede o conhecimento do recurso especial, nos termos da Súmula 283 do STJ. 3. A modificação da conclusão do julgado proferido pelo Tribunal a quo acerca do enquadramento da atividade econômica da contribuinte à aludida lista anexa importaria reexame de prova, inviável em sede de recurso especial, nos termos da Súmula 7 do STJ. 4. Agravo regimental não provido.
2010/0120478-7;5;0;PROCESSUAL CIVIL E TRIBUTÁRIO. RECURSO ESPECIAL INTERPOSTO EM EMBARGOS À EXECUÇÃO FISCAL. EXTINÇÃO DO FEITO EXECUTIVO PELO PAGAMENTO DO DÉBITO. PERDA SUPERVENIENTE DO OBJETO DO RECURSO RARO MANEJADO PELO DEVEDOR. 1. A decisão agravada julgou prejudicado o recurso especial, interposto em sede de embargos à execução, ante a perda superveniente de seu objeto, haja vista que o feito executivo fora extinto nos termos do art. 794, I, do CPC, em razão do pagamento total do débito pela parte executada. 2. A extinção do feito executivo implica o reconhecimento da perda do objeto do recurso especial interposto nos embargos do devedor. Precedentes. 3. Agravo regimental a que se nega provimento.
2012/0229157-7;4;0;"TRIBUTÁRIO E PROCESSUAL CIVIL. EMBARGOS À EXECUÇÃO FISCAL. BASE DE CÁLCULO. ICMS. OFENSA AO ART. 535 DO CPC NÃO CONFIGURADA. REEXAME DO CONTEXTO FÁTICO-PROBATÓRIO DOS AUTOS. INCIDÊNCIA DA SÚMULA 7/STJ.
MULTA. LEGALIDADE. JUROS MORATÓRIOS. ACÓRDÃO FUNDAMENTADO EM LEGISLAÇÃO ESTADUAL. SÚMULA 280/STF. REVISÃO DOS HONORÁRIOS ADVOCATÍCIOS. IMPOSSIBILIDADE. SÚMULA 7/STJ.
1. Constata-se que não se configura a ofensa ao art. 535 do Código de Processo Civil, uma vez que o Tribunal a quo julgou integralmente a lide e solucionou a controvérsia, tal como lhe foi apresentada.
2. O Tribunal a quo entendeu que ""não procede a alegação de que somente com a juntada do processo administrativo tributário teve a embargante conhecimento dos termos da aplicação da multa de revalidação para, a partir daí, impugná-la."" A recorrente, por sua vez, sustenta que "" somente com a vinda do processo administrativo aos autos foi possível a constatação das causas da aplicação da multa de revalidação"". Verifica-se que é inviável examinar a tese defendida no Recurso Especial, a qual busca afastar as premissas fáticas estabelecidas pelo acórdão recorrido. Aplicação da Súmula 7/STJ.
3. Além do mais, quanto ao cabimento da multa fixada, a jurisprudência do STJ entende que, ""em se tratando de tributo declarado e não pago, impõe-se o lançamento de ofício, sendo que a prévia declaração, por si só, não constitui óbice para a aplicação de eventuais penalidades previstas na lei tributária"" (AgRg no RESP 1.288.608 /MG, Rel. Min. Mauro Campbell Marques, Segunda Turma Dje 28.9.20012).
4. Esclareço ainda que quanto à questão referente à cobrança de juros moratórios sobre a multa, o Tribunal a quo dirimiu a lide com base no disposto em legislação local (Lei estadual 6.763/1975).
Nesse sentido, é descabida a análise de normas de caráter local em Recurso Especial, em virtude da vedação prevista na Súmula 280 do STF, segundo a qual ""por ofensa a direito local não cabe recurso extraordinário"".
5. Os honorários advocatícios são passíveis de modificação na instância especial tão somente quando se mostrarem irrisórios ou exorbitantes, o que não é o caso dos autos, em que o valor fixado foi de R$ 10.000,00 (dez mil reais).
6. Agravo Regimental não provido.
(AgRg no AREsp 249.992/MG, Rel. Ministro HERMAN BENJAMIN, SEGUNDA TURMA, julgado em 07/02/2013, DJe 08/03/2013)"
2015/0050234-1;1;0;ROCESSUAL CIVIL. TRIBUTÁRIO. IPTU. CONTRATO DE PROMESSA DE COMPRA E VENDA DE IMÓVEL. LEGITIMIDADE PASSIVA DO POSSUIDOR (PROMITENTE COMPRADOR) E DO PROPRIETÁRIO (PROMITENTE VENDEDOR). 1 . Cinge-se a controvérsia a definir se o promitente vendedor de imóvel tem legitimidade para figurar como sujeito passivo do IPTU, na hipótese de compromisso de compra e venda devidamente registrado em cartório. 2. No REsp 1110551/SP e no REsp 1111202/SP, julgados pelo do art. 543-C do CPC, reafirmou-se o posicionamento da jurisprudência do Superior Tribunal de Justiça no sentido de que tanto o promitente comprador (possuidor a qualquer título) do imóvel quanto seu proprietário/promitente vendedor (aquele que tem a propriedade registrada no Registro de Imóveis) são contribuintes responsáveis pelo pagamento do IPTU. 3. Agravo Regimental não provido.
2011/0256815-0;2;0;"PROCESSUAL CIVIL. TRIBUTÁRIO. RECURSO ESPECIAL EM AÇÃO RESCISÓRIA.
INEXISTÊNCIA DE VIOLAÇÃO DO ART. 535 DO CPC. TERMO INICIAL DO PRAZO PRESCRICIONAL QUINQUENAL PARA AJUIZAMENTO DE AÇÃO DE REPETIÇÃO DE INDÉBITO TRIBUTÁRIO REFERENTE A TRIBUTO SUJEITO A LANÇAMENTO POR HOMOLOGAÇÃO. TEMA CONTROVERTIDO NOS TRIBUNAIS À ÉPOCA DA DECISÃO RESCINDENDA. INCIDÊNCIA DA SÚMULA N. 343/STF.
1. O acórdão recorrido analisou todas as questões necessárias ao desate da controvérsia, só que de forma contrária aos interesses da parte. Logo, não padece de vícios de omissão, contradição ou obscuridade, a justificar sua anulação por esta Corte. Tese de violação do art. 535 do CPC repelida.
2. À época do trânsito em julgado do acórdão rescindendo (2001) ainda havia controvérsia nos tribunais a respeito do termo inicial do prazo prescricional quinquenal para ajuizamento de ação de repetição de indébito referente ao tributo sujeito a lançamento por homologação. Por tudo isso, correto o acórdão da Corte de origem que entendeu pela incidência da Súmula nº. 343 do STF, do seguinte teor: ""Não cabe ação rescisória por ofensa a literal disposição de lei, quando a decisão rescindenda se tiver baseado em texto legal de interpretação controvertida nos tribunais"".
3. Recurso especial não provido.
(REsp 1311430/MG, Rel. Ministro MAURO CAMPBELL MARQUES, SEGUNDA TURMA, julgado em 11/02/2014, DJe 18/02/2014)"
2009/0004446-1;1;0;"PROCESSO CIVIL. AGRAVO REGIMENTAL EM RECURSO ESPECIAL. ART. 535 DO CPC. OMISSÃO NÃO CONFIGURADA. APROVEITAMENTO DE CRÉDITO TRIBUTÁRIO. DOCUMENTOS INIDÔNEOS. OPERAÇÃO COMERCIAL NÃO COMPROVADA. SÚMULA N. 7/STJ. DIVERGÊNCIA JURISPRUDENCIAL NÃO DEMONSTRADA. 1. Inexistente a alegada violação do art. 535 do CPC, pois a prestação jurisdicional foi dada na medida da pretensão deduzida, conforme se depreende da análise do acórdão recorrido. 2. No caso dos autos, ao contrário do que sustenta a agravante, o Tribunal a quo decidiu com base no conjunto fático probatórios dos autos ao concluir que a operação de compra e venda não fora comprovada. Incidência da Súmula 7/STJ. 3. O recurso não pode ser conhecido sob o fundamento da alínea ""c"", porquanto não realizou o recorrente o necessário cotejo analítico, não demonstrou suficientemente as circunstâncias identificadoras da divergência com o caso confrontado, conforme dispõem os artigos 541 do Código de Processo Civil e 255, §§ 1º e 2º, do Regimento Interno do Superior Tribunal de Justiça. Agravo regimental improvido."
2014/0063977-2;2;0;"PROCESSO CIVIL E TRIBUTÁRIO. ICMS. ""GUERRA FISCAL"". ESTORNO DE CRÉDITO. ISENÇÃO FISCAL SEM AUTORIZAÇÃO DO CONFAZ. PRINCÍPIO DA NÃO CUMULATIVIDADE. MATÉRIA CONSTITUCIONAL. 1. Recurso especial em que discute a chamada ""guerra fiscal"" e a legitimidade da conduta do Estado destinatário da operação tributada que estorna créditos de Imposto sobre Circulação de Mercadorias e Serviços decorrentes de benefício fiscal que não observa o rito da LC. 24/75 (art. 155, § 2°, XII, ""g"", da Constituição Federal). 2. O recurso especial não é via adequada para análise de matéria eminentemente constitucional, sob pena de usurpar competência do Supremo Tribunal Federal (art. 102 da Constituição Federal). A decisão atacada baseou-se, como fundamento central, em matéria de cunho eminentemente constitucional, com alicerce, ainda, em decisões prolatadas pela Corte Suprema. 3. Não é admissível o recurso especial quando o dissídio se embasa em ritos distintos desse recurso, mormente os de cognição ampla como o do recurso ordinário em mandado de segurança. Nesse sentido: REsp 1.373.789/PB, Rel. Ministro Mauro Campbell Marques, Segunda Turma, DJe 28.2.2014; AgRg no AREsp 360.691/GO, Rel. Ministro Herman Benjamin, Segunda Turma, DJe 20/06/2014. Agravo regimental improvido."
2016/0112031-8;5;0;TRIBUTÁRIO. EXECUÇÃO FISCAL. OFERECIMENTO DE BENS À PENHORA. ALEGAÇÃO DE VIOLAÇÃO DO ART. 47 DA LEI N. 11.101/2005. AUSÊNCIA DE PREQUESTIONAMENTO. INCIDÊNCIA, POR ANALOGIA, DOS ENUNCIADOS N. 282 E 356 DA SÚMULA DO STF. ALEGAÇÃO DE VIOLAÇÃO DO ART. 620 DO CÓDIGO DE PROCESSO CIVIL DE 1973. PRINCÍPIO DA MENOR ONEROSIDADE. REEXAME FÁTICO PROBATÓRIO. INCIDÊNCIA DO ENUNCIADO N. 7 DA SÚMULA DO STJ. I - Verifica-se que a matéria infraconstitucional, cuja vigência alega-se, foi negada, qual seja: art. 47 da Lei n. 11.101/2005, não foi objeto de análise por parte do Tribunal de origem, razão pela qual ausente o necessário prequestionamento. Incide, assim, no caso, por analogia, o disposto nos enunciados n. 282 e 356 da Súmula do Supremo Tribunal Federal. II - Hipótese em que o Tribunal de origem considerou que a Fazenda Pública exequente manifestou-se pela expedição de novo mandado de penhora de bens, o que configuraria a recusa dos bens ofertados em substituição. III - A jurisprudência do Superior Tribunal de Justiça é no sentido de que a análise relativa à aplicação do princípio da menor onerosidade (artigo 620 do Código de Processo Civil de 1973) demanda, como regra, reexame do contexto fático-probatório dos autos, inviável em Recurso Especial pelo óbice do enunciado n. 7 da Súmula do STJ. IV - Agravo interno improvido.
2013/0288218-8;1;2;"PROCESSUAL CIVIL. RECURSO ESPECIAL. EMBARGOS À EXECUÇÃO FISCAL AJUIZADA POR AUTARQUIA FEDERAL. CDA QUE INCLUI O ENCARGO DE 20%.
IMPOSSIBILIDADE DE CONDENAÇÃO DO DEVEDOR EM HONORÁRIOS ADVOCATÍCIOS.
1. O Decreto-lei nº 1.645/78, em seu artigo 3º, dispõe que, na cobrança executiva da Dívida Ativa da União, a aplicação do encargo de que trata o art. 1º do Decreto-lei nº 1.025/69 substitui a condenação do devedor em honorários de advogado e o respectivo produto será, sob esse título, recolhido integralmente ao Tesouro Nacional. Nesse contexto normativo é que foi editada a Súmula 168 do extinto Tribunal Federal de Recursos, do seguinte teor: ""O encargo de 20%, do Decreto-Lei nº 1.025, de 1969, é sempre devido nas execuções fiscais da União e substitui, nos embargos, a condenação do devedor em honorários."" 2. Por sua vez, o art. 37-A da Lei nº 10.522/2002, com a redação dada pela Medida Provisória nº 449/2008, convertida na Lei nº 11.941/2009, assim dispõe: ""Art. 37-A. Os créditos das autarquias e fundações públicas federais, de qualquer natureza, não pagos nos prazos previstos na legislação, serão acrescidos de juros e multa de mora, calculados nos termos e na forma da legislação aplicável aos tributos federais. § 1º Os créditos inscritos em Dívida Ativa serão acrescidos de encargo legal, substitutivo da condenação do devedor em honorários advocatícios, calculado nos termos e na forma da legislação aplicável à Dívida Ativa da União. § 2º O disposto neste artigo não se aplica aos créditos do Banco Central do Brasil."" (grifou-se) 3. Nos presentes embargos opostos à execução fiscal ajuizada pela ANATEL, em que o Tribunal de origem, ao julgar os embargos de declaração, explicitou que consta da CDA o Decreto-Lei nº 1.025/69 como fundamento legal do encargo de 20%, não incidem as regras gerais previstas nos arts. 20, §§ 3º e 4º, e 26 do CPC, e sim a regra especial do § 1º do art. 37-A da Lei nº 10.522/2002.
4. Recurso especial não provido.
(REsp 1400706/RS, Rel. Ministro MAURO CAMPBELL MARQUES, SEGUNDA TURMA, julgado em 08/10/2013, DJe 15/10/2013)"
2010/0172873-7;4;2;"TRIBUTÁRIO. PROCESSUAL CIVIL. AGRAVO REGIMENTAL NO RECURSO ESPECIAL. HONORÁRIOS ADVOCATÍCIOS. IRRISÓRIOS. MAJORAÇÃO. POSSIBILIDADE. AGRAVO NÃO PROVIDO. 1. Os honorários advocatícios são passíveis de modificação na instância especial tão somente quando se mostrarem irrisórios ou exorbitantes, e ""somente se abstraída a situação fática na análise realizada pelo Tribunal de origem"" (AgRg no Ag 1.198.911/SP, Rel. Min. ELIANA CALMON, Segunda Turma, DJe 3/5/10). 2. Agravo regimental não provido."
2013/0329446-8;1;2;"ADMINISTRATIVO E PROCESSUAL CIVIL. AGRAVO REGIMENTAL EM RECURSO ESPECIAL. CONCURSO PÚBLICO. DIREITO SUBJETIVO À NOMEAÇÃO. CANDIDATO APROVADO DENTRO DO NÚMERO DE VAGAS OFERTADAS PELO EDITAL. OFENSA AO ART. 535 DO CPC NÃO CONFIGURADA. ALEGAÇÃO DE OFENSA AO ART. 22 DA LEI COMPLEMENTAR 101/2000. AGRAVO REGIMENTAL DO MUNICÍPIO DE NITERÓI DESPROVIDO.
1. Tendo o Tribunal de Origem apreciado fundamentadamente a controvérsia, não padecendo o acórdão recorrido de qualquer omissão, contradição ou obscuridade, inexiste violação ao art. 535 do CPC. O julgamento diverso do pretendido, como na espécie, não implica ofensa à norma ora invocada .
2. Os limites orçamentários previstos na Lei de Responsabilidade Fiscal, no que se refere às despesas com pessoal do ente público, não podem servir de fundamento para o não cumprimento de direitos subjetivos do servidor, sobretudo na hipótese de despesas decorrentes de decisão judicial.
3. A aprovação em concurso público dento do número de vagas previstas no Edital convalida a mera expectativa em direito subjetivo do candidato a ser nomeado para o cargo a que concorreu e foi devidamente habilitado.
4. Agravo Regimental do MUNICÍPIO DE NITERÓI/RJ desprovido.
(AgRg no REsp 1407015/RJ, Rel. Ministro NAPOLEÃO NUNES MAIA FILHO, PRIMEIRA TURMA, julgado em 10/11/2015, DJe 19/11/2015)"
